"","id","text","sentiment"
"25",569767266075742208,"@united can you help me add my KTN to this reservation PLZ?","neutral"
"26",569767473525862400,"@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw","neutral"
"27",569768294648905728,"@AmericanAir so the one time we upgrade to first class our luggage was open and now missing valuable items that can't be replaced. #upset","negative"
"28",569769214388473856,"@AmericanAir wait times of 2 hours to talk with an exec plt agent, what is going on!!!","negative"
"29",569769288174870528,"@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1","neutral"
"30",569769525744250880,"@AmericanAir FINALLY called me back... BUT HASN'T SPOKEN TO ME.  Like the worst prank call EVER!!","negative"
"31",569769606761439232,"@AmericanAir just landed - 3hours Late Flight - and now we need to wait TWENTY MORE MINUTES for a gate!  I have patience but none for incompetence.","negative"
"32",569769624780165120,"@united on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.","negative"
"33",569769633995104256,"@AmericanAir highly disappointed in the baggage service with this merge with @USAirways you guys have lost our 1st bag and now missing items","negative"
"34",569769643864408064,"@AmericanAir @robinreda being stuck two days in the airport is not something pretty normal. I am positive you can find a plane to Europe","negative"
"35",569769708569767936,"@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)","negative"
"36",569769747019128832,"@AmericanAir @robinreda that can be a stop over before Paris. You are an embarrassment","negative"
"37",569770321563279360,"@AmericanAir still waiting on a dm response..... #sloooowresponses","negative"
"38",569770363623575552,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining","positive"
"39",569770867841839104,"@AmericanAir yes we did make it home. But by no means am I happy. I've always chosen AA as my 1st choice when flying, I'm rethinking that...","negative"
"40",569771270839013376,"@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.","negative"
"41",569771576528220160,"@AmericanAir No it isn't -  sheer incompetence was reigning at DFW today. I was there. On a plane on the GD runway. I doubt you were.","negative"
"42",569771711408644096,"@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.","positive"
"43",569772113378217984,"@AmericanAir what sense is it to charge for a bag service when the service isn't great. Losing luggage and now missing items this is bs","negative"
"44",569772867774230528,"@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?","negative"
"45",569774078233419776,"@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.","positive"
"46",569774273851568128,"@AmericanAir is the 24/7 phone line open? On hold for over 2 hours now. Your check-in agents cannot help at the airport itself. Please help.","negative"
"47",569774692371820544,"@AmericanAir Why did  AA973 return to JFK? Thanks :)","neutral"
"48",569775081636782080,"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!","positive"
"49",569775147919372288,"@USAirways 4469, thank you for asking.","neutral"
"50",569775795452792832,"@AmericanAir can you use the aa credit platinum select world mastercard for Alaska flights?  Or just american?","neutral"
"51",569776946365620224,"@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.","negative"
"52",569777311475765248,"@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏","positive"
"53",569777329330884608,"@united Coach interior on UA 992 looked like it was salvaged from the 80s. Tiny unusable video, no power &amp; lifevests on the floor #UA992 …","negative"
"54",569777607371128832,"@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!","positive"
"55",569777772115193856,"@united … But friendly efficient air attendants in coach #UA992 http://t.co/49pV3KcHNR","negative"
"56",569779173461336064,"@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet","negative"
"57",569779719798951936,"@AmericanAir Hands down the worst airline to travel with. Really really fucking bad.","negative"
"58",569780060523261952,"@AmericanAir 20 HS students from Ithaca NY stuck in Miami flts xld u won't rebook to get kids home use carrier alliance #rulesshouldbend","negative"
"59",569780368309657600,"@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.","negative"
"60",569780773194113024,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight","negative"
"61",569780939280093184,"@united  @DENAirport United 787 in snowy Denver. http://t.co/w1AaKJumXA","neutral"
"62",569781926162145280,"@united you are terrible.","negative"
"63",569782352223666176,"@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.","positive"
"64",569782378270314496,"@AmericanAir I certainly hope my LA /PBI on 25 th has a NEW plane . The seats on Feb 11 th flight ( in reverse) God awful","negative"
"65",569782460000514048,"@AmericanAir is terrible, my flights Cancelled Flighted and i've been on hold for the past 4 hours. Never again.","negative"
"66",569783738210525184,"@USAirways How many agents do you have working to handle the thousands of calls?","negative"
"67",569784114309693440,"@AmericanAir Yep, was in one of my other camera memory card :D","positive"
"68",569784699117137920,"@AmericanAir speaking 2 languages paid off! as the US line left me over 70 min in hold -without an answer- the latinamerican solved in 20min","negative"
"69",569785074910154752,"@united followed you and DM'd you","neutral"
"70",569785570320195584,"@united was trying to change a flight online but got an error can you help via DM?","negative"
"71",569786215693742080,"@AmericanAir So i was visiting SJU and was returning to Paris and they checked my bag at the gate in SJU, i arrived in paris and nothing,(1)","negative"
"72",569786249508048896,"Happy for SFO, but hopefully you'll add PDX soon “@JetBlue We added two new destinations (FLL and SFO) from Las Vegas in the last year!”","neutral"
"73",569786457998680064,"@AmericanAir my bag is still in Miami and cannot be located?! How do you loose a bag like that? With a tag and everything?? (2)","negative"
"74",569786720562110464,"@AmericanAir my two coats were in that bag so i have been in france with no coat, walking around with a T shirt and one clean pair.(3)","negative"
"75",569786809028255744,"@AmericanAir Flight Cancelled Flighted 2nd time. Can't reach agent to reschedule. Can you call me?","negative"
"76",569787232292245504,"@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay.","negative"
"77",569787479324299264,"@AmericanAir i've now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to(4)","negative"
"78",569787573725491200,"@AmericanAir me because it might not be so urgent for you but it really is for me. (5)","negative"
"79",569788087481409536,"@AmericanAir I don't want to waste any more of my time on your airline (you've already robbed 21 hours of my day) but I definitely will.","negative"
"80",569788202174713856,"@AmericanAir How best to talk with an agent to reschedule Cancelled Flighted flight? No one answers at AA. Know it's busy, but need help.Thanks","negative"
"81",569789622491820032,"@AmericanAir Got it worked out. Had to postpone my trip and pay extra though. :/ Not easy for a poor graduate student.","negative"
"82",569789996707803136,"@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload","negative"
"83",569790297875599360,"@AmericanAir been calling 2 different offices already and still no sign of my baggage. First time on American Air.. (6)","negative"
"84",569790444797865984,"@AmericanAir Hi. I have KOA-LAX-PHL-ORD booked as a 1-way savr awrd. If I called to chnge it to KOA-LAX-PHX-ORD would I have to pay any fees","neutral"
"85",569791667827388416,"@SouthwestAir   Are flights going into Dallas this morning?   Thanks","neutral"
"86",569791792029151232,"@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail","negative"
"87",569792291264712704,"@united the child is two years old","neutral"
"88",569792794711220224,"@AmericanAir More or less - after a night in a party hotel - no sleep and a 5:30 am rebook- on our way back to PHL http://t.co/4G0K0z2rei","neutral"
"89",569793460414189568,"@AmericanAir @emeyerson @ggreenwald Don't wait on a bag. Go to Walmart and get what you need for tomorrow morning.","negative"
"90",569794574966591488,"@AmericanAir hey I got a call saying our flight was rescheduled but I can't get through to anyone to see if you're providing a hotel for the","negative"
"91",569794658479394816,"@AmericanAir extra night we have to stay in San Juan now. How can I check on that?","negative"
"92",569795284764532736,"@AmericanAir but really, can you DM me on here to verify if you've booked a hotel for our extra night here? Kinda unsettling to get a call","negative"
"93",569795397448634368,"@AmericanAir at 5 am and have no clue if we have a place to stay or not","negative"
"94",569795913788428288,"@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!","negative"
"95",569796511409704960,"@AmericanAir so am I going to be homeless or do I have a place to stay tonight? Can you respond to me here so I can go back to sleep?","negative"
"96",569797440100036608,"@AmericanAir what terminal LHR for aa5/BA1506? Doesn't say in boarding pass","neutral"
"97",569797465416683520,"@JetBlue is so sloooooow today","negative"
"98",569798946740166656,"@AmericanAir @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag, absolute disgrace!","negative"
"99",569799053690556416,"@AmericanAir if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the","neutral"
"100",569799181394538496,"@AmericanAir airport to figure this out or can someone tell me now? Flight is from San Juan to San Diego","neutral"
"101",569799325175275520,"@AmericanAir Thank you for the worst experience ever on an airline, from me to you, I hope your embarrassed as an airline. Pathetic","negative"
"102",569799402119770112,"@AmericanAir Can you respond to my DM?","neutral"
"103",569799734774272000,"@AmericanAir I was just called abt my flight Cancelled Flightlation- a flight that was Cancelled Flightled at 10:30a Sunday. Two 4:00a calls are not okay.","negative"
"104",569800909942886400,"@AmericanAir love how you can't get an agent on the phone and the automated system hangs up on you","negative"
"105",569801089022734336,"@AmericanAir we have been rebooked due to weather, but need to change our reservation and fly on the 24th, instead of the 23rd.","neutral"
"106",569801303204851712,"@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable","negative"
"107",569801344988680192,"@AmericanAir that all AA is for USAir Elite members. It's one big disappointment in the way we are treated. #epicfailure","negative"
"108",569801797851697152,"@AmericanAir why wont you find my luggage without blaming everyone else?","negative"
"109",569802164060557312,"@AmericanAir who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.","negative"
"110",569802396328534016,"@AmericanAir are you ignoring me on purpose? It was sad enough having your automated system hang up on me 😭","negative"
"111",569802676914909184,"@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.","negative"
"112",569803188901031936,"@AmericanAir waited in the airport for two days to get home, not weather reLate Flightd. Dealt with horrible customer service. Finally switched to","negative"
"113",569803373530128384,"@AmericanAir westjet and your rep won't do anything about my lost luggage- which I never even checked with westjet because it was lost in","negative"
"114",569804373859020800,"@AmericanAir @loganex except if you call now you'll get the same message. Trust me, I've tried.","negative"
"115",569804589437812736,"@AmericanAir LGA already by the time we pulled from the flight. QQBMUG. feel free to look up how many flights we've been ""reticketed"" on.","negative"
"116",569804677472251904,"@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?","negative"
"117",569805215605456896,"@united First complaint filed on Feb 11th, over 10 days now and still no response....disappointed but not surprised....","negative"
"118",569805235255783424,"@AmericanAir @nickcunningham1 Except now there is no wait time, the phone system just hangs up on you. So continuing to hold won't help.","negative"
"119",569805521638662144,"@AmericanAir been on hold for for over two hours. After waiting 2 hours earlier. Can't get any info on my reservation. How is that ok?","negative"
"120",569806030584057856,"@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!","positive"
"121",569806083981758464,"@AmericanAir thanks. They did not charge anything in the end so all is good.","positive"
"122",569807000927920128,"@united hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!","positive"
"123",569808684252942336,"@united I am impressed with your super-fast reply to @CGJase","positive"
"124",569809648712327168,"@united yes please. Going to drive the 6 hours.","neutral"
"125",569810057795391488,"@USAirways. wow, awful customer service.","negative"
"126",569810928449003520,"@AmericanAir No I do not have them yet. Called for baggage status 5 times yesterday.","negative"
"127",569810990189191168,"@USAirways Flight gets in 30 minutes early and all goodwill gone when bags aren't here 45 minutes Late Flightr","negative"
"128",569811013786312704,"@united really 1st flt frm IAD 2 IAH is - Late Flight &amp; -going via Nashville? #inconvenience. Downgraded but not on ticket","negative"
"129",569811225770479616,"@AmericanAir I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all","negative"
"130",569811246096064512,"@AmericanAir interested in possibly changing my flight to another day...need to see if there are any fees but your number is busy","negative"
"131",569811470797676544,"@AmericanAir 953 our  fligth Somthing to talk  about this?","negative"
"132",569812898815614976,"@united this is the second time my flights been Cancelled Flightled... Like really?","negative"
"133",569813138910130176,"@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy","neutral"
"134",569813373413687296,"@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.","negative"
"135",569813752268374016,"@united basically, I need to leave from Hawaii Late Flight evening (midnight) and get back to Philly Late Flight Monday night. Most trips get me in Tues","neutral"
"136",569813808987787264,"@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC","negative"
"137",569814010398273536,"@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS","negative"
"138",569814339785338880,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience","positive"
"139",569814855349346304,"@AmericanAir Thanks guys, you got it. I'm heading to Milan on Wednesday, so big week with the AA family :)","positive"
"140",569815061440679936,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise","negative"
"141",569815182265978880,"@united thanks for the upgrade today great way to start my week! Cc: @CiscoJimFrench @cobedien","positive"
"142",569815297475149824,"@united literally sucks","negative"
"143",569815422675124224,"@AmericanAir yes but you did manage to lose two of our bags. Horrendous airline.","negative"
"144",569815545077501952,"@AmericanAir Your rubbish at Social Media! In the air two hours Late Flight but that's better than being Cancelled Flightled!","negative"
"145",569815690531758080,"@USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else","negative"
"146",569815968194678784,"@united Do you have a further update on the suitcase today please.","negative"
"147",569816326744776704,"@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.","neutral"
"148",569816394180788224,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH","negative"
"149",569816739699150848,"@AmericanAir you delayed me for 15 hours in Chicago and still managed to lose my bag! Really not happy","negative"
"150",569817051482726400,"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help","negative"
"151",569817130801221632,"@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️","negative"
"152",569817289874411520,"@united changed my last name for my MileagePlus acct on the site in an hour. @BA_USA had me on hold for 20mins, then 5 days &amp; no change yet","negative"
"153",569817471940587520,"@AmericanAir Flight AAL65 declared state of emergency? Squawking 7700...","negative"
"154",569817817522044928,"@AmericanAir not only did you Cancelled Flight our flight from JFK and delay us by 29 hours, you've now lost 2 of our bags. Worst airline ever.","negative"
"155",569817859406352384,"@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!","negative"
"156",569817937131016192,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?","neutral"
"157",569818121302896640,"@AmericanAir your customer service is inferior to that of a nationalized third world nation's airline. Get it together.","negative"
"158",569818507891871744,"@AmericanAir a school trip of 38 including myself had to sleep over in the airport and are all on different standby flights.This is not good","negative"
"159",569818697113702400,"@AmericanAir Please stop changing my flights for Spring Break. This is the 5th time!","negative"
"160",569820619682009088,"@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John.","neutral"
"161",569820671234060288,"@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is Cancelled Flightled. Could you be of assistance?","negative"
"162",569820790905970688,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy","negative"
"163",569821145697890304,"@AmericanAir #worstcustservice you should have contingency plans for extra workers during bad weather. 4+ hours hold #ridiculous","negative"
"164",569821309137514496,"@AmericanAir When did they start to sell water @AdmiralsClub ?","neutral"
"165",569821519116955648,"@AmericanAir Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?","neutral"
"166",569821659097477120,"@AmericanAir got call saying flight Cancelled Flightled but checked online and it isn't Cancelled Flightled. No where near bad weather. I have job interview","negative"
"167",569821862873726976,"@USAirways Raleigh to Chicago and no #firstclass upgrade. Must be flying AA 'the screw USAir Elite, after we bailed them out' Airline","negative"
"168",569821947049218048,"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again.","negative"
"169",569822102062309376,"@AmericanAir Hey, what's happening with #AA65 Zurich - JFK? Appears to have squawked 7700 and landed at London Heathrow","negative"
"170",569822277145133056,"@AmericanAir Thanks :-) Good to be back safely. See you again soon!","positive"
"171",569822645065093120,"@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed","negative"
"172",569823600837947392,"@AmericanAir is flight 2413 to LA delayed?","neutral"
"173",569823770308939776,"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume.""","negative"
"174",569824422279950336,"@USAirways hello??? Anyone there?","negative"
"175",569824565091823616,"@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E","positive"
"176",569824790200111104,"@united Any news about the departure of the flight UA51?","neutral"
"177",569824906638073856,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process.","negative"
"178",569825133705216000,"@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail","negative"
"179",569825634295230464,"@AmericanAir I've been doing this all night. Can someone please help? I need my flt fixed. Please???","negative"
"180",569825936788598784,"@usairways Why are we waiting 40 min so far for our luggage??? #wannagohome","negative"
"181",569826411206316032,"@united an efficient layout at kiosks/bag drop lines would help as there is no definition to space. Additional friendly and helpful staff","negative"
"182",569826452633313280,"@AmericanAir Eventually the call got through. Not sure what changed. Thank you a lot though!","positive"
"183",569826633152110592,"@AmericanAir its now 17 days since I contacted customer relations... #surf #fail #BaggageDrama http://t.co/CS1673hrqQ","negative"
"184",569826992251473920,"@united hi -- @united was. Thank you!","neutral"
"185",569827206928715776,"That's not the case.. They sent me a email with a link, I'll show you.. @USAirways http://t.co/hb799CCo0t","neutral"
"186",569827255653941248,"@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf","negative"
"187",569827329024913408,"@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever","negative"
"188",569827602589835264,"@AmericanAir can you please help? you've now rebooked me incorrectly after flight was Cancelled Flightled. please fix my flt to Tuesday!!","negative"
"189",569827608193585152,"@AmericanAir - cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop","negative"
"190",569827699243544576,"@AmericanAir Have been trying to reach American Airlines since last evening to Cancelled Flight flights. WORST CUSTOMER SERVICE EVER! What now???","negative"
"191",569828681297870848,"@AmericanAir POOR EXPERIENCE 2day at ord chkin. 8 emp. w/3 cust. 10 waiting. Asked to speak w/supervisor. Told 20 min. In a mtg!! What?!?!","negative"
"192",569828817960869888,"@AmericanAir got a callback at 1 am, took care of it. thanks.","neutral"
"193",569829233423360000,"@AmericanAir , CHECK DM PLEASE!","neutral"
"194",569829960178905088,"@AmericanAir thinks it's a good cs to get everyone through the gate for flight 4275 then we wait bc plane not ready http://t.co/rxmjWoo7Qi","negative"
"195",569830069746712576,"@AmericanAir thank you Mr Parker for screwing over chairman preferred when we fly AA. No #firstclass option and treated like crap by staff","negative"
"196",569830265364701184,"@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.","negative"
"197",569830322357084160,"@AmericanAir even when I did get through, no one knew anything about my bag. This is ridiculous, I still don't have my bag from Saturday.","negative"
"198",569830532516868096,"@AmericanAir not sure why we are being made to stand in line outside for plane that isn't ready to board when I could be sitting inside","negative"
"199",569830923597955072,"@JetBlue Rats, that's a bummer!","negative"
"200",569831129773027328,"@united why do I check in online if I still have to wait in line for an hour to ""check in"" at counter? #fuckinlame  @naia_miaa","negative"
"201",569831393682976768,"@AmericanAir hi do you have a phone number to ring from uk regarding claim for our Late Flight flight departure claim amount agreed just had no","neutral"
"202",569831418412429312,"@AmericanAir you're running 5+ hours behind replying to anyone via Twitter. this is beyond unacceptable. I'm running out of time!","negative"
"203",569831634817708032,"@AmericanAir no date on when revieving our money sent a letter in post and several emails no reply?? very frustrated","negative"
"204",569832053241450496,"@AmericanAir husband &amp; I complain about same flight. He gets voucher, I get nothing. Because he flew biz!? Who do I email about this?","negative"
"205",569832363527708672,"@AmericanAir v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!","positive"
"206",569832383991525376,"@AmericanAir , I was told my flights 2516 &amp; 2244 was Cancelled Flightled. But I don't seem to have any date/time changes. I've been waiting for a call","negative"
"207",569832563403051008,"@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.","positive"
"208",569832733226110976,"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air"".","negative"
"209",569832860795985920,"@AmericanAir I Love American Airlines :D","positive"
"210",569832968954499072,"@USAirways Is your refund system down?","neutral"
"211",569833653871742976,"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?","negative"
"212",569833680316829696,"@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy","negative"
"213",569834060043780096,"@AmericanAir thank you!","positive"
"214",569834388919328768,"@SouthwestAir have sent you a DM with the details. Thanks!","positive"
"215",569834720424361984,"@united - Group 2 line gets longer every week. Almost no one left for Groups 3-5 anymore. Time to make Explorer Card Group 3?","neutral"
"216",569834804943962112,"@united I have sent a message with a bag tag. Have you looked?","negative"
"217",569834960107868160,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback","negative"
"218",569835167944019968,"@AmericanAir thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC. Unbelievable.","negative"
"219",569835312106618880,"@united Will definitely do so. Sending a DM now.","neutral"
"220",569835633147056128,"@JetBlue not an issue but I think training &amp; information would help. Great ppl but service needs to switch from individual to group better","negative"
"221",569835641514692608,"@AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high. That's a joke, right?","negative"
"222",569835751275433984,"@AmericanAir way to ruin a vacation, my brother has called all night and had multiple places in line only to get dead air on call back","negative"
"223",569835766416867328,"@AmericanAir 3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help","negative"
"224",569835918955143168,"@AmericanAir has no customer service via phone or in person. Just a stone wall with a giant middle finger painted on it.","negative"
"225",569836091651592192,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send.","negative"
"226",569836232999612416,"@JetBlue Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them.","positive"
"227",569836305066041344,"@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.","positive"
"228",569836433931808768,"@AmericanAir spent hour+ trying to check after to use military ID for luggage then messed up boarding pass &amp; forced into line again.","negative"
"229",569836467876470784,"@AmericanAir . Death of a dear friend has me heart broken but #AmericanAirlines has me heated!","negative"
"230",569836725612220416,"@jetblue are going to let Fl382 into a gate in BOS any time soon? We're just sittin' here on the tarmac  waiting.","negative"
"231",569837152332333056,"@AmericanAir. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.","negative"
"232",569837191540551680,"@AmericanAir I remained on hold for 2 hrs to resolve my flight schedule &amp; your system hung up on me. #unhappycustomer","negative"
"233",569837273828732928,"@united no they did not want to deliver at my house. Had to go to sombrons else house","negative"
"234",569837381261533184,"@AmericanAir file loc:TJYCQH. Bag at airport since last nite.Not ""scheduled"" to get PU unt aft 8? WHY? U shld b ashamed. I'm disgusted w/u","negative"
"235",569837569392967680,"“@USAirways: @hegshmeg O” thank you for that elaborate response","positive"
"236",569837650984751104,"@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr???","negative"
"237",569837685428359168,"@AmericanAir. All I get is an automated system that hangs up on me. I finally get a message that some will call me back in 2 hours.","negative"
"238",569837686367744000,"@AmericanAir Last thing I want to deal w/ before 8 on a Mon! I've already waited the suggested wait time, so I hope I get a call back ASAP.","negative"
"239",569837786930540544,"@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help.","negative"
"240",569838141273559040,"@AmericanAir you bet make this screw up right (for once). Things I need in bag for my job and you have ""grounded"" me today #painandsuffering","negative"
"241",569838260077228032,"@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.","negative"
"242",569838466697175040,"@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines","negative"
"243",569838589879685120,"@AmericanAir how do I see your report team?","negative"
"244",569838593423708160,"@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother","neutral"
